50  2.8558e-05
60  4.2909e-05
70  2.9738e-05
80  3.7249e-05
90  2.8706e-05
100  3.2387e-05
110  3.7225e-05
120  4.3258e-05
130  7.3121e-05
140  8.289e-05
150  5.8108e-05
160  6.8271e-05
170  7.4046e-05
180  8.6633e-05
190  8.9281e-05
200  8.9417e-05
210  9.4137e-05
220  9.6823e-05
230  0.000107676
240  0.000115217
250  0.000115513
260  0.000138277
270  0.000141808
280  0.000176392
290  0.0001715
300  0.000181958
310  0.000182656
320  0.000198947
330  0.000203962
340  0.000241127
350  0.000219127
360  0.00026555
370  0.000234064
380  0.000282722
390  0.00027079
400  0.000303964
410  0.000351162
420  0.000365603
430  0.000366727
440  0.00037107
450  0.000377773
460  0.000390713
470  0.000394114
480  0.000423289
490  0.000464628
500  0.000438408
510  0.000480134
520  0.000492081
530  0.000480554
540  0.000517189
550  0.000517127
560  0.000548546
570  0.000576219
580  0.000641829
590  0.000613041
600  0.000646699
610  0.000663528
620  0.000779378
630  0.00142215
640  0.000752509
650  0.000840801
660  0.000799728
670  0.000865705
680  0.000944374
690  0.00208946
700  0.000919017
710  0.000874024
720  0.00100126
730  0.000977863
740  0.00102975
750  0.00102696
760  0.00104526
770  0.00112051
780  0.00119532
790  0.00114142
800  0.00325786
810  0.00123724
820  0.00120325
830  0.00126394
840  0.00125748
850  0.0014639
860  0.00134124
870  0.00152307
880  0.0015271
890  0.00142502
900  0.00208095
910  0.00149787
920  0.00150308
930  0.00160812
940  0.00230427
950  0.00184845
960  0.00205419
970  0.00246189
980  0.00175882
990  0.00406142
1000  0.00176684
1010  0.00183728
1020  0.00222761
1030  0.00179944
1040  0.00210407
1050  0.00202927
1060  0.00195362
1070  0.00205487
1080  0.00201019
1090  0.00211376
1100  0.00227195
1110  0.0022515
1120  0.00390875
1130  0.00230192
1140  0.00231668
1150  0.00234855
1160  0.00235506
1170  0.00253247
1180  0.00251128
1190  0.00252463
1200  0.0026006
1210  0.00270799
1220  0.00276157
1230  0.00267719
1240  0.00267684
1250  0.00283226
1260  0.00295199
1270  0.00294535
1280  0.00305648
1290  0.00297062
1300  0.00301815
1310  0.00312184
1320  0.00312207
1330  0.00313635
1340  0.0037194
1350  0.00332814
1360  0.00340774
1370  0.00342317
1380  0.00358325
1390  0.00378993
1400  0.00368433
1410  0.00375469
1420  0.006167
1430  0.0053686
1440  0.0091625
1450  0.00375963
1460  0.00379562
1470  0.00386039
1480  0.00389084
1490  0.0039018
1500  0.00388354
1510  0.00386985
1520  0.00390297
1530  0.00389593
1540  0.00395485
1550  0.00408852
1560  0.00411744
1570  0.0042179
1580  0.00417957
1590  0.00420312
1600  0.00425333
1610  0.00422603
1620  0.00432349
1630  0.0042455
1640  0.00435752
1650  0.00444962
1660  0.00443017
1670  0.00441049
1680  0.00459966
1690  0.00452518
1700  0.00464008
1710  0.00476088
1720  0.00475446
1730  0.00481915
1740  0.00490421
1750  0.00485293
1760  0.00509851
1770  0.00502454
1780  0.00517454
1790  0.0052692
1800  0.00521124
1810  0.00514641
1820  0.00528585
1830  0.00531624
1840  0.00529186
1850  0.00551861
1860  0.00542804
1870  0.0054932
1880  0.00553125
1890  0.00569325
1900  0.0055852
1910  0.00557038
1920  0.00585629
1930  0.00591657
1940  0.00593447
1950  0.00582651
1960  0.00602949
1970  0.00604352
1980  0.00607032
1990  0.00611709
2000  0.00611841
