1  4.41e-07
2  2.307e-06
3  2.728e-06
4  3.916e-06
5  4.32e-06
6  3e-06
7  3.689e-06
8  5.203e-06
9  6.51e-06
10  6.331e-06
11  5.793e-06
12  8.319e-06
13  6.452e-06
14  9.125e-06
15  7.118e-06
16  7.389e-06
17  8.515e-06
18  1.0327e-05
19  1.1892e-05
20  1.0862e-05
21  1.125e-05
22  1.4986e-05
23  1.2495e-05
24  1.2742e-05
25  1.2626e-05
26  1.2934e-05
27  1.5853e-05
28  1.3906e-05
29  1.4248e-05
30  1.446e-05
31  1.6867e-05
32  1.5711e-05
33  1.7949e-05
34  2.0856e-05
35  1.8662e-05
36  1.9728e-05
37  1.8498e-05
38  1.8118e-05
39  1.837e-05
40  1.7249e-05
41  1.9006e-05
42  1.5311e-05
43  1.6726e-05
44  1.7993e-05
45  1.74e-05
46  1.7231e-05
47  1.5895e-05
48  1.8039e-05
49  1.8471e-05
50  1.7188e-05
51  1.6407e-05
52  1.6703e-05
53  1.7161e-05
54  1.762e-05
55  1.7467e-05
56  1.8875e-05
57  1.9389e-05
58  1.797e-05
59  1.8534e-05
