100  0.000137579
200  0.000271637
300  0.000402704
400  0.000508523
500  0.000663901
600  0.000854925
700  0.000929212
800  0.00111345
900  0.0011599
1000  0.00154023
1100  0.00165734
1200  0.000933333
1300  0.000840436
1400  0.00071558
1500  0.000749025
1600  0.000704456
1700  0.000729774
1800  0.00067149
1900  0.00079404
2000  0.000729833
2100  0.000831069
2200  0.000880872
2300  0.000873854
2400  0.000917189
2500  0.000946152
2600  0.000982866
2700  0.00101879
2800  0.0010647
2900  0.00108858
3000  0.00113464
3100  0.00119183
3200  0.00121239
3300  0.00127787
3400  0.00127614
3500  0.00151933
3600  0.00134681
3700  0.00137676
3800  0.00142592
3900  0.00144013
4000  0.00148673
4100  0.0015949
4200  0.00167051
4300  0.00169963
4400  0.00175716
4500  0.00179415
4600  0.00184251
4700  0.00194857
4800  0.00213931
4900  0.0019863
5000  0.00202552
