Algorithm	File	Fitness	Time(ms)
ILS	GKD-b_42_n150_m15	41,2047	14
ILS	GKD-b_43_n150_m15	48,6619	13
ILS	GKD-b_44_n150_m15	41,1683	13
ILS	GKD-b_45_n150_m15	43,1372	13
ILS	GKD-b_46_n150_m45	324,5581	86
ILS	GKD-b_47_n150_m45	295,5938	72
ILS	GKD-b_48_n150_m45	361,8556	66
ILS	GKD-b_49_n150_m45	384,1306	99
ILS	GKD-b_50_n150_m45	349,4902	100
ES	GKD-b_1_n25_m2	0,0000	0
ES	GKD-b_2_n25_m2	0,0000	0
ES	GKD-b_3_n25_m2	0,0000	0
ES	GKD-b_4_n25_m2	0,0000	0
ES	GKD-b_5_n25_m2	0,0000	0
ES	GKD-b_6_n25_m7	40,0912	0
ES	GKD-b_7_n25_m7	33,9305	0
ES	GKD-b_8_n25_m7	32,6399	0
ES	GKD-b_9_n25_m7	42,5521	0
ES	GKD-b_10_n25_m7	33,3918	0
ES	GKD-b_11_n50_m5	10,2175	0
ES	GKD-b_12_n50_m5	14,2721	0
ES	GKD-b_13_n50_m5	12,5562	0
ES	GKD-b_14_n50_m5	13,7226	0
ES	GKD-b_15_n50_m5	13,6114	0
ES	GKD-b_16_n50_m15	96,0252	3
ES	GKD-b_17_n50_m15	110,3416	3
ES	GKD-b_18_n50_m15	91,2136	2
ES	GKD-b_19_n50_m15	102,9703	2
ES	GKD-b_20_n50_m15	81,9991	3
ES	GKD-b_21_n100_m10	46,9714	2
ES	GKD-b_22_n100_m10	38,7003	1
ES	GKD-b_23_n100_m10	46,0395	2
ES	GKD-b_24_n100_m10	36,9377	2
ES	GKD-b_25_n100_m10	38,1769	2
ES	GKD-b_26_n100_m30	382,2429	10
ES	GKD-b_27_n100_m30	311,3959	8
ES	GKD-b_28_n100_m30	303,6074	14
ES	GKD-b_29_n100_m30	269,2894	17
ES	GKD-b_30_n100_m30	349,9752	11
ES	GKD-b_31_n125_m12	43,2173	3
ES	GKD-b_32_n125_m12	46,2812	2
ES	GKD-b_33_n125_m12	54,9411	2
ES	GKD-b_34_n125_m12	51,3832	2
ES	GKD-b_35_n125_m12	54,8972	1
ES	GKD-b_36_n125_m37	364,6777	20
ES	GKD-b_37_n125_m37	483,1100	16
ES	GKD-b_38_n125_m37	510,9984	13
ES	GKD-b_39_n125_m37	323,2495	18
ES	GKD-b_40_n125_m37	455,5060	17
ES	GKD-b_41_n150_m15	80,6833	3
ES	GKD-b_42_n150_m15	84,2874	2
ES	GKD-b_43_n150_m15	75,4839	5
ES	GKD-b_44_n150_m15	62,5499	5
ES	GKD-b_45_n150_m15	73,2982	3
ES	GKD-b_46_n150_m45	570,9632	43
ES	GKD-b_47_n150_m45	464,2254	39
ES	GKD-b_48_n150_m45	504,4427	40
ES	GKD-b_49_n150_m45	602,7435	42
ES	GKD-b_50_n150_m45	615,2083	63
ILS_ES	GKD-b_1_n25_m2	0,0000	0
ILS_ES	GKD-b_2_n25_m2	0,0000	0
ILS_ES	GKD-b_3_n25_m2	0,0000	0
ILS_ES	GKD-b_4_n25_m2	0,0000	0
ILS_ES	GKD-b_5_n25_m2	0,0000	0
ILS_ES	GKD-b_6_n25_m7	18,3589	7
ILS_ES	GKD-b_7_n25_m7	18,2674	7
ILS_ES	GKD-b_8_n25_m7	20,3154	6
ILS_ES	GKD-b_9_n25_m7	20,1683	5
ILS_ES	GKD-b_10_n25_m7	26,6743	5
ILS_ES	GKD-b_11_n50_m5	7,6233	6
ILS_ES	GKD-b_12_n50_m5	7,2160	6
ILS_ES	GKD-b_13_n50_m5	7,5607	6
ILS_ES	GKD-b_14_n50_m5	6,4166	6
ILS_ES	GKD-b_15_n50_m5	6,9983	6
ILS_ES	GKD-b_16_n50_m15	68,5778	23
ILS_ES	GKD-b_17_n50_m15	67,1307	25
ILS_ES	GKD-b_18_n50_m15	62,3256	21
ILS_ES	GKD-b_19_n50_m15	79,2221	19
ILS_ES	GKD-b_20_n50_m15	66,4452	22
ILS_ES	GKD-b_21_n100_m10	25,0566	16
ILS_ES	GKD-b_22_n100_m10	25,5688	17
ILS_ES	GKD-b_23_n100_m10	29,7794	20
ILS_ES	GKD-b_24_n100_m10	28,7644	20
ILS_ES	GKD-b_25_n100_m10	27,1639	20
ILS_ES	GKD-b_26_n100_m30	248,7965	120
ILS_ES	GKD-b_27_n100_m30	213,5629	117
ILS_ES	GKD-b_28_n100_m30	210,0183	90
ILS_ES	GKD-b_29_n100_m30	195,3660	96
ILS_ES	GKD-b_30_n100_m30	212,8288	118
ILS_ES	GKD-b_31_n125_m12	27,2112	38
ILS_ES	GKD-b_32_n125_m12	32,3490	28
ILS_ES	GKD-b_33_n125_m12	36,1752	31
ILS_ES	GKD-b_34_n125_m12	35,8764	27
ILS_ES	GKD-b_35_n125_m12	31,6760	27
ILS_ES	GKD-b_36_n125_m37	271,4605	121
ILS_ES	GKD-b_37_n125_m37	327,3837	159
ILS_ES	GKD-b_38_n125_m37	381,3685	150
ILS_ES	GKD-b_39_n125_m37	285,3659	125
ILS_ES	GKD-b_40_n125_m37	320,2345	153
ILS_ES	GKD-b_41_n150_m15	43,0600	49
ILS_ES	GKD-b_42_n150_m15	52,2144	44
ILS_ES	GKD-b_43_n150_m15	44,9214	47
ILS_ES	GKD-b_44_n150_m15	43,1274	47
ILS_ES	GKD-b_45_n150_m15	45,3414	38
ILS_ES	GKD-b_46_n150_m45	410,3980	198
ILS_ES	GKD-b_47_n150_m45	380,5067	222
ILS_ES	GKD-b_48_n150_m45	374,9949	191
ILS_ES	GKD-b_49_n150_m45	471,0882	221
ILS_ES	GKD-b_50_n150_m45	441,6746	187
GRASP con BL	GKD-b_1_n25_m2	0,0000	0
GRASP con BL	GKD-b_2_n25_m2	0,0000	0
GRASP con BL	GKD-b_3_n25_m2	0,0000	0
GRASP con BL	GKD-b_4_n25_m2	0,0000	0
GRASP con BL	GKD-b_5_n25_m2	0,0000	0
GRASP con BL	GKD-b_6_n25_m7	19,3466	0
GRASP con BL	GKD-b_7_n25_m7	21,9207	0
GRASP con BL	GKD-b_8_n25_m7	21,3551	0
GRASP con BL	GKD-b_9_n25_m7	27,3155	0
GRASP con BL	GKD-b_10_n25_m7	28,5698	0
GRASP con BL	GKD-b_11_n50_m5	7,8044	0
GRASP con BL	GKD-b_12_n50_m5	6,3471	0
GRASP con BL	GKD-b_13_n50_m5	10,0244	0
GRASP con BL	GKD-b_14_n50_m5	6,3950	0
GRASP con BL	GKD-b_15_n50_m5	6,4051	0
GRASP con BL	GKD-b_16_n50_m15	81,5291	5
GRASP con BL	GKD-b_17_n50_m15	82,3730	5
GRASP con BL	GKD-b_18_n50_m15	65,6840	4
GRASP con BL	GKD-b_19_n50_m15	77,4620	4
GRASP con BL	GKD-b_20_n50_m15	66,9031	4
GRASP con BL	GKD-b_21_n100_m10	25,9253	5
GRASP con BL	GKD-b_22_n100_m10	26,5308	5
GRASP con BL	GKD-b_23_n100_m10	25,6388	5
GRASP con BL	GKD-b_24_n100_m10	25,0390	4
GRASP con BL	GKD-b_25_n100_m10	23,1248	5
GRASP con BL	GKD-b_26_n100_m30	249,2020	49
GRASP con BL	GKD-b_27_n100_m30	187,9906	46
GRASP con BL	GKD-b_28_n100_m30	214,8559	51
GRASP con BL	GKD-b_29_n100_m30	237,1631	38
GRASP con BL	GKD-b_30_n100_m30	235,2588	42
GRASP con BL	GKD-b_31_n125_m12	26,2446	11
GRASP con BL	GKD-b_32_n125_m12	35,4474	7
GRASP con BL	GKD-b_33_n125_m12	32,0396	8
GRASP con BL	GKD-b_34_n125_m12	30,5737	7
GRASP con BL	GKD-b_35_n125_m12	33,4335	8
GRASP con BL	GKD-b_36_n125_m37	248,2323	66
GRASP con BL	GKD-b_37_n125_m37	329,2415	97
GRASP con BL	GKD-b_38_n125_m37	321,7764	98
GRASP con BL	GKD-b_39_n125_m37	268,6277	86
GRASP con BL	GKD-b_40_n125_m37	288,5634	77
GRASP con BL	GKD-b_41_n150_m15	40,3215	15
GRASP con BL	GKD-b_42_n150_m15	45,7322	15
GRASP con BL	GKD-b_43_n150_m15	41,0337	17
GRASP con BL	GKD-b_44_n150_m15	45,4931	15
GRASP con BL	GKD-b_45_n150_m15	45,3026	16
GRASP con BL	GKD-b_46_n150_m45	416,8962	156
GRASP con BL	GKD-b_47_n150_m45	354,4433	164
GRASP con BL	GKD-b_48_n150_m45	361,9750	180
GRASP con BL	GKD-b_49_n150_m45	398,6503	168
GRASP con BL	GKD-b_50_n150_m45	359,3395	127
GRASP sin BL	GKD-b_1_n25_m2	0,0000	0
GRASP sin BL	GKD-b_2_n25_m2	0,0000	0
GRASP sin BL	GKD-b_3_n25_m2	0,0000	0
GRASP sin BL	GKD-b_4_n25_m2	0,0000	0
GRASP sin BL	GKD-b_5_n25_m2	0,0000	0
GRASP sin BL	GKD-b_6_n25_m7	105,5545	0
GRASP sin BL	GKD-b_7_n25_m7	88,4990	0
GRASP sin BL	GKD-b_8_n25_m7	77,1011	0
GRASP sin BL	GKD-b_9_n25_m7	102,1943	0
GRASP sin BL	GKD-b_10_n25_m7	114,1105	0
GRASP sin BL	GKD-b_11_n50_m5	35,8875	0
GRASP sin BL	GKD-b_12_n50_m5	43,0421	0
GRASP sin BL	GKD-b_13_n50_m5	39,9451	0
GRASP sin BL	GKD-b_14_n50_m5	49,7772	0
GRASP sin BL	GKD-b_15_n50_m5	27,6624	0
GRASP sin BL	GKD-b_16_n50_m15	322,0865	0
GRASP sin BL	GKD-b_17_n50_m15	269,3145	0
GRASP sin BL	GKD-b_18_n50_m15	269,2595	0
GRASP sin BL	GKD-b_19_n50_m15	276,0438	0
GRASP sin BL	GKD-b_20_n50_m15	289,0895	0
GRASP sin BL	GKD-b_21_n100_m10	183,8820	0
GRASP sin BL	GKD-b_22_n100_m10	159,1834	0
GRASP sin BL	GKD-b_23_n100_m10	164,4231	0
GRASP sin BL	GKD-b_24_n100_m10	163,4469	0
GRASP sin BL	GKD-b_25_n100_m10	196,4917	0
GRASP sin BL	GKD-b_26_n100_m30	776,3596	0
GRASP sin BL	GKD-b_27_n100_m30	766,8201	0
GRASP sin BL	GKD-b_28_n100_m30	930,7526	0
GRASP sin BL	GKD-b_29_n100_m30	749,4971	0
GRASP sin BL	GKD-b_30_n100_m30	778,3951	0
GRASP sin BL	GKD-b_31_n125_m12	198,5908	0
GRASP sin BL	GKD-b_32_n125_m12	228,7152	0
GRASP sin BL	GKD-b_33_n125_m12	225,3081	0
GRASP sin BL	GKD-b_34_n125_m12	241,1626	0
GRASP sin BL	GKD-b_35_n125_m12	217,1558	0
GRASP sin BL	GKD-b_36_n125_m37	1015,8351	1
GRASP sin BL	GKD-b_37_n125_m37	1168,1261	1
GRASP sin BL	GKD-b_38_n125_m37	1038,4338	1
GRASP sin BL	GKD-b_39_n125_m37	947,1743	1
GRASP sin BL	GKD-b_40_n125_m37	1031,8337	1
GRASP sin BL	GKD-b_41_n150_m15	309,4338	0
GRASP sin BL	GKD-b_42_n150_m15	300,0004	0
GRASP sin BL	GKD-b_43_n150_m15	290,1812	0
GRASP sin BL	GKD-b_44_n150_m15	271,6877	0
GRASP sin BL	GKD-b_45_n150_m15	314,7510	0
GRASP sin BL	GKD-b_46_n150_m45	1259,7517	1
GRASP sin BL	GKD-b_47_n150_m45	1262,5137	1
GRASP sin BL	GKD-b_48_n150_m45	1283,1638	1
GRASP sin BL	GKD-b_49_n150_m45	1208,1227	1
GRASP sin BL	GKD-b_50_n150_m45	1208,4319	1
